id,,,DH01,DH02,DH03,DH04,DH05,DH06,DH07,DH08,DH09,DH10,DH11,DH12,DH13,DH14,DH15,DH16,DH17,DH18,DH19,DH20,DH21,DH22,DH23,DH24,DH25,DH26,DH27,DH28,DH29,DH30,DH31,DH32,DH33,DH34,DH35,DH36,DH37,DH38,DH39,DH40,DH41,DH42,DH43,DH44,DH45,DH46,DH47,DH48,DH49,DH50,DH51,DH52,DH53,DH54,DH55,DH56,DH57,DH58,DH59,DH60,DH61,DH62,DH63,DH64,DH65,DH66,DH67,DH68,DH69,DH70,DH71,DH72,DH73,DH74,DH75,DH76,DH77,DH78,DH79,DH80,DH81,DH82,DH83,DH84,DH85,DH86,DH87,DH88,DH89,DH90,DH91,DH92,DH93
P32.M57.57,3A2,6.6528,A,B,B,A,B,A,A,A,A,B,A,A,A,B,A,A,B,B,A,A,B,A,B,B,B,B,A,B,A,B,B,A,B,A,A,A,B,A,B,B,B,A,B,B,A,A,A,B,B,B,B,A,B,B,B,B,B,A,B,A,A,B,A,B,B,B,B,B,A,B,A,A,B,A,A,B,B,A,B,B,B,A,B,A,B,B,A,A,B,B,-,-,A
P36.M50.161,3A2,10.1024,A,B,B,A,B,A,A,A,A,B,A,B,A,B,A,A,B,B,A,A,B,A,B,B,B,B,A,B,A,B,B,A,B,A,A,A,B,A,B,B,A,A,B,B,A,A,A,B,B,B,B,-,B,B,B,B,B,A,B,A,A,B,A,B,B,B,B,B,A,B,A,A,B,A,A,B,B,A,B,B,B,A,B,A,B,B,A,A,A,B,A,A,A
P36.M50.158,3A2,13.5128,A,B,B,A,B,-,A,A,A,B,A,A,A,B,A,A,B,B,A,A,B,A,B,B,B,B,A,B,A,B,B,A,B,A,A,A,B,A,B,B,B,A,B,B,A,A,A,B,B,B,B,A,B,B,B,B,B,A,B,A,A,B,A,B,B,B,B,B,A,B,A,A,B,A,A,B,B,A,B,B,B,A,B,A,B,B,A,A,B,B,A,A,A
wPt.9690,3A2,15.8662,-,B,B,A,B,A,A,A,A,B,A,A,A,B,A,A,B,B,A,A,B,A,B,B,B,B,A,B,A,B,B,A,-,A,A,A,B,A,B,B,B,A,B,B,A,A,A,B,B,-,B,A,B,B,B,B,-,A,B,A,A,B,A,B,B,B,B,B,A,B,A,A,B,A,A,B,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,B,-
wPt.8240,3A2,17.1008,A,B,B,A,B,A,-,-,A,B,A,A,A,B,A,A,B,B,A,A,B,A,B,-,B,-,A,B,A,A,B,A,A,A,A,A,B,A,-,B,B,A,B,B,A,A,A,B,B,B,B,A,B,B,-,B,B,A,B,A,A,B,A,B,B,B,B,B,A,B,A,A,B,A,A,B,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,B,-
wPt.8093,3A2,19.6988,A,B,B,A,B,A,-,A,A,B,A,A,A,B,A,A,B,B,-,A,B,A,B,B,B,B,A,B,A,-,B,A,B,A,A,A,B,A,B,B,B,A,A,B,A,A,A,B,-,-,B,A,B,B,A,B,B,A,B,A,A,B,A,B,B,B,B,-,A,B,A,A,B,A,A,B,B,A,B,B,-,A,B,A,B,B,A,A,B,B,B,-,-
wPt.2757,3A2,19.6988,A,B,B,A,B,A,A,A,A,B,A,A,A,B,A,A,B,B,A,A,B,A,B,-,B,B,A,B,A,B,B,A,-,A,A,A,B,A,B,B,B,A,-,B,A,A,A,B,B,B,B,A,B,B,-,B,B,A,B,A,A,B,A,-,B,B,B,-,A,B,A,A,B,A,A,B,B,A,B,B,B,A,B,A,B,-,A,A,B,B,B,B,-
bcd451,3A2,19.6988,A,B,B,A,B,A,A,A,A,B,A,A,A,B,A,A,B,B,A,A,B,A,B,B,B,B,-,B,A,B,-,A,B,A,A,A,-,A,B,B,B,A,B,B,A,A,-,B,B,B,B,A,B,B,B,B,B,A,B,A,A,B,A,B,B,B,B,B,A,B,A,A,B,A,A,B,B,-,B,B,B,A,B,A,B,B,A,A,B,B,B,B,A
wPt.8814,3A2,19.6988,A,B,B,A,B,A,A,A,A,B,A,A,A,B,A,A,B,B,-,-,B,A,B,B,B,B,-,B,A,-,B,A,B,A,A,A,B,A,B,-,B,A,B,B,A,A,A,B,-,B,B,A,B,B,B,B,B,A,B,A,A,-,A,B,B,B,B,-,A,B,A,A,-,A,A,-,B,A,B,B,-,A,B,A,-,B,A,A,B,B,B,-,-
P42.M54.66,3A2,25.0372,A,B,B,A,B,A,A,A,A,B,A,A,A,B,A,A,B,B,A,A,B,A,A,B,B,B,A,B,A,B,B,A,B,A,A,A,A,A,B,B,B,A,B,B,A,A,A,B,B,B,B,B,B,B,B,B,B,A,B,A,A,A,A,B,B,B,B,B,A,B,A,A,B,A,A,B,B,A,B,B,A,A,B,A,B,A,A,A,B,B,B,B,A
gwm161,3D1,0,B,A,B,B,B,-,B,B,A,B,B,A,B,B,B,-,-,B,B,B,B,B,A,B,B,B,A,A,-,-,B,A,-,B,-,-,A,B,A,-,A,A,B,B,B,A,-,B,A,B,A,A,A,-,B,B,-,-,-,A,B,B,A,B,A,A,-,B,B,A,B,-,B,B,B,A,B,B,B,B,A,-,B,B,B,-,A,A,A,B,B,B,B
P34.M48.254,3D1,36.7556,B,A,B,B,B,A,A,B,A,B,B,A,A,B,B,B,B,B,B,A,B,B,A,A,B,B,A,A,A,B,A,B,A,A,B,A,B,A,B,A,B,B,A,B,B,B,A,A,A,B,A,A,A,B,B,B,A,B,B,A,B,B,A,B,A,B,A,B,B,A,A,-,B,B,B,-,B,B,B,B,A,A,B,B,B,B,A,A,A,A,A,B,-
P32.M52.67,3D1,41.4101,B,A,B,B,B,A,A,B,A,B,B,A,A,B,B,B,B,B,B,A,B,B,A,A,B,B,A,A,A,B,A,B,A,A,B,A,B,A,B,A,B,B,A,B,B,B,A,B,A,B,A,A,A,B,B,B,A,B,B,A,B,B,A,B,A,B,A,B,B,A,B,B,B,B,B,B,B,B,B,B,A,A,A,B,B,B,A,A,A,B,A,B,-
wPt.5678,3D1,42.5337,B,A,B,B,B,A,A,B,A,B,B,A,A,B,B,B,B,B,B,A,B,B,A,A,B,B,A,A,-,B,A,B,A,A,B,A,B,A,B,A,B,B,A,B,B,B,A,B,A,B,A,A,A,B,B,B,A,B,B,A,B,B,A,B,A,B,A,B,-,A,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,A,A,A,B,A,B,-
wPt.7241,3D1,42.5337,B,A,B,-,B,A,A,B,A,B,B,A,A,B,B,B,B,B,B,A,B,B,A,A,B,B,A,A,A,B,A,B,A,A,B,A,B,A,B,A,B,B,A,B,B,B,A,B,A,B,A,A,A,B,B,B,A,B,B,A,B,B,A,B,A,B,A,B,-,A,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,A,A,A,B,A,B,-
wPt.6603,3D1,42.5337,B,A,B,B,B,A,A,B,A,B,B,A,A,B,B,B,B,B,B,A,B,B,A,-,B,B,A,A,A,B,A,B,A,A,B,A,B,A,B,A,B,B,A,B,-,B,A,B,A,B,A,A,A,B,B,B,-,B,B,A,B,B,A,B,A,B,A,B,B,A,B,B,B,-,B,B,-,-,B,B,A,A,B,B,B,B,A,A,A,B,A,B,-
wPt.1191,3D1,42.5337,B,A,B,B,B,A,A,B,A,B,B,A,A,B,B,B,B,B,B,A,B,B,A,A,B,-,A,A,A,B,A,B,A,A,-,A,B,A,B,A,B,B,A,B,B,B,A,B,A,-,A,A,A,B,-,B,A,B,-,A,B,B,A,B,A,B,A,-,B,A,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,A,A,A,B,A,B,-
P34.M51.66,3D1,42.5337,B,A,B,B,B,A,A,B,A,B,B,A,A,B,B,B,B,-,B,A,B,B,-,A,B,B,A,A,A,B,A,B,A,A,-,A,B,A,B,A,B,B,A,B,B,B,A,B,A,B,A,A,A,B,B,B,A,B,B,A,B,B,A,B,A,B,A,B,B,-,B,B,B,B,B,B,B,B,B,B,A,-,B,B,B,B,A,A,A,B,A,B,-
P46.M50.177,3D1,61.9522,B,A,B,B,B,A,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,A,A,B,B,B,A,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,A,A,B,B,B,B,A,B,B,A,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,A,B,A
gpw94025,3D2,0,A,B,B,B,B,A,B,B,B,A,B,B,B,A,A,B,B,A,B,A,B,B,B,A,A,A,A,A,B,A,A,B,A,A,A,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A,B,B,B,B,A,B,A,B,A,A,B,B,A,A,A,A,A,B,A,-,-,-,B,B,A,A,B,A,A,B,B,-,-,-,B,B,A,B,B,B,B,B,A
gwm645,3D2,16.3606,B,A,B,B,B,A,B,B,B,B,A,A,B,A,A,B,B,A,B,A,B,B,B,A,A,A,B,A,B,A,A,-,A,A,A,B,A,B,B,A,A,A,A,B,A,A,B,A,A,A,B,B,B,B,A,A,A,B,A,A,B,B,A,A,A,A,A,B,A,A,A,A,B,B,A,A,B,A,A,B,B,A,A,A,B,A,A,A,B,A,B,B,B
gdm8,3D2,32.7212,B,A,B,B,A,A,B,B,B,B,A,A,A,B,A,B,B,A,B,A,B,B,B,A,A,A,B,A,B,A,A,B,A,A,A,B,B,B,A,A,A,-,-,B,A,A,B,A,B,A,A,B,B,B,A,A,A,B,-,A,B,B,A,A,B,A,A,B,A,A,A,A,B,B,-,B,A,A,A,B,B,A,A,A,B,A,A,A,A,B,B,-,-
gdm136,3D2,33.9408,B,A,B,B,A,A,B,B,B,B,A,A,A,B,A,B,B,A,B,A,B,B,B,A,A,A,B,A,B,A,A,B,A,A,A,B,B,B,A,A,-,A,A,B,A,A,B,A,A,A,A,B,B,B,A,A,A,B,A,A,B,-,A,A,B,A,A,B,A,A,A,A,B,-,A,B,A,A,A,B,-,A,A,A,B,A,A,A,A,B,B,-,-
gwm3,3D2,74.7789,A,B,B,B,B,B,A,B,B,A,A,A,A,B,A,B,B,A,B,A,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,B,B,A,A,B,A,-,B,B,A,B,A,A,A,B,B,B,B,A,B,A,A,B,A,B,B,B,A,B,A,A,B,B,B,A,A,A,A,A,B,B,A,A,B,B,A,A,B,B,B,A,B,A,B,B,A,B
wg622A,4A1,0,A,A,B,A,A,B,A,B,A,A,B,A,A,A,B,A,B,B,B,B,A,B,B,B,A,A,B,B,B,B,A,A,A,B,A,A,A,B,A,B,B,A,B,A,B,B,B,B,B,A,A,A,B,A,B,B,A,A,B,B,B,B,A,A,B,B,A,A,A,A,B,A,B,A,B,A,B,B,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A
wPt.6239,4A1,3.7054,A,A,B,A,A,B,A,B,A,-,B,A,A,A,B,A,B,B,B,B,A,B,B,-,A,A,B,-,B,B,A,A,A,B,A,A,A,B,A,B,B,A,A,A,B,-,B,-,-,A,-,A,B,A,A,B,A,A,B,B,B,B,A,A,A,B,A,A,A,A,B,A,B,A,B,A,B,B,A,-,B,A,A,B,B,A,A,B,A,A,B,A,-
gwm610,4A2,0,A,B,A,B,A,A,A,A,A,B,B,B,A,A,B,A,B,-,B,B,B,A,A,-,A,B,B,A,B,A,B,B,B,A,B,A,B,B,A,B,B,A,A,B,B,B,A,A,-,A,A,B,A,-,B,A,B,B,A,-,-,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,B,A,B,B,A,A,A,B,B,-,A,B,A,-,B,A,A
wPt.7341,4A2,5.4849,A,B,A,B,A,A,A,A,A,B,B,B,A,A,B,A,B,B,B,B,B,A,A,A,A,-,B,A,-,A,B,B,A,A,B,A,B,B,A,B,B,A,A,B,-,B,A,A,B,A,A,-,A,A,-,A,B,B,A,A,B,B,-,A,A,A,A,A,B,-,A,A,B,B,A,A,B,A,B,B,A,A,A,B,B,-,B,B,A,B,B,A,-
P40.M60.217,4A2,14.8455,A,B,A,A,A,A,B,A,A,B,B,B,A,A,B,A,B,A,B,B,B,B,A,A,A,A,B,A,B,A,B,B,A,A,A,A,B,B,A,B,-,A,A,B,-,B,-,A,B,A,B,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,A,A,A,B,B,A,A,B,A,B,B,A,A,A,B,B,A,B,B,A,B,B,A,-
gwm397,4A2,17.346,A,B,A,A,A,A,B,-,A,B,B,-,A,A,B,A,B,A,B,B,B,B,A,A,A,B,B,A,B,A,B,-,A,A,A,A,B,-,A,B,B,A,A,B,B,B,A,A,-,A,B,A,A,A,B,A,B,B,A,A,B,B,B,A,A,A,A,A,B,A,A,A,B,B,A,A,B,A,-,B,A,A,A,-,B,A,B,B,A,B,B,A,A
gwm269,4A2,27.9115,A,B,A,B,A,A,B,A,A,-,B,B,A,A,B,A,B,A,A,-,B,B,A,A,A,B,B,A,B,A,B,B,A,A,A,A,B,B,A,B,B,A,A,B,B,B,A,A,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,A,A,B,A,A,B,A,B,A,B,B,A,A,B,A,B,B,A,B,A,B,B,A,B,B,A,B,B,A,A
wmc161,4A2,60.9471,A,A,A,B,A,A,B,A,A,A,B,A,A,A,B,A,B,A,A,A,B,B,A,A,B,B,B,A,A,A,B,B,A,A,B,A,A,B,B,A,B,A,B,B,A,B,B,A,A,A,B,A,A,A,B,B,A,B,A,A,B,A,B,B,A,B,A,B,B,B,B,B,A,B,A,A,B,A,B,B,A,A,B,B,B,A,B,B,B,A,B,A,A
psr115A,4A2,73.0541,A,A,A,B,A,A,B,A,A,A,B,A,A,A,B,A,B,A,A,A,B,B,A,A,B,B,B,A,A,A,B,B,A,A,B,A,A,B,B,A,B,A,B,B,A,A,B,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,B,B,B,B,A,B,A,B,B,B,A,B,A,A,B,A,A,B,A,A,B,B,B,B,B,B,B,A,A,A,A
wPt.5175,4A2,91.0542,A,A,A,A,A,A,B,B,A,B,B,A,A,A,B,A,B,A,A,A,B,B,A,A,B,B,B,A,A,-,B,A,A,B,B,B,A,B,-,A,B,A,-,A,A,B,B,A,A,B,A,B,A,A,-,B,A,A,A,A,A,A,A,-,-,B,A,B,A,B,A,B,A,B,A,B,B,A,A,B,A,B,B,B,B,B,B,B,B,A,A,A,-
wPt.1179,4A2,92.2447,A,A,A,A,A,A,B,B,A,B,B,A,A,A,B,A,B,A,-,A,B,B,A,B,B,B,B,A,A,B,B,A,A,B,B,B,A,B,B,A,B,A,B,A,A,B,B,A,A,B,A,B,A,A,B,B,A,A,A,A,A,A,A,B,B,B,A,B,A,B,A,B,A,B,A,B,B,A,A,B,A,B,B,B,B,B,B,B,B,A,A,A,-
wg834A,4A2,95.6943,A,A,A,A,A,A,B,B,A,B,B,A,A,A,B,A,B,A,A,A,B,B,A,B,B,B,B,A,A,B,B,A,A,B,B,B,A,B,B,A,B,A,B,A,A,B,B,A,A,B,A,B,A,A,B,B,A,A,A,A,A,A,A,B,B,B,A,B,A,B,A,B,A,A,A,B,B,-,A,B,A,A,B,B,B,B,B,B,B,A,B,A,A
wPt.3376,4A2,96.8571,A,A,A,A,A,A,B,B,A,B,B,A,A,A,B,A,B,A,A,A,B,B,A,-,B,B,B,A,A,B,B,A,A,B,B,B,A,B,B,A,B,A,B,A,A,B,-,A,A,B,A,B,A,A,B,B,A,A,A,A,A,A,A,B,-,B,A,B,A,B,A,B,A,B,A,B,B,A,A,B,A,A,B,B,B,-,B,B,B,A,B,A,-
psr119b,4A3,0,A,A,B,A,A,A,A,B,B,A,B,A,B,B,A,-,A,B,A,A,A,A,B,A,B,A,B,A,B,-,A,A,A,A,A,A,B,A,A,B,A,B,B,A,B,A,B,A,A,A,A,A,A,A,A,A,-,-,-,-,A,B,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,B,A,-,A,-,B,B,A,-,-,-,-,-,A,A,A
abg75A,4A3,3.8981,A,A,B,A,A,A,A,B,B,A,B,A,B,B,A,B,A,B,A,A,A,A,B,A,B,B,B,A,B,B,A,A,A,A,A,A,B,A,A,B,A,B,B,A,B,A,B,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,B,B,B,A,B,B,A,A,A,A,B,A,B,A,A,A
wPt.3636,4A3,3.8981,A,A,B,A,A,A,A,B,B,A,B,A,B,B,A,B,A,B,A,A,A,A,B,A,B,B,B,A,B,B,A,A,-,A,A,A,B,A,-,B,A,B,B,A,B,A,B,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,-,B,B,A,B,B,A,A,A,A,B,A,B,A,A,-
wPt.5562,4A3,3.8981,-,A,B,-,A,A,-,B,B,A,B,A,B,B,A,B,A,B,A,A,A,A,B,-,B,B,B,A,B,B,A,A,A,A,A,A,B,A,A,B,A,B,-,A,B,-,B,-,-,A,A,A,A,A,-,A,B,-,B,A,A,B,-,A,-,B,A,-,B,A,A,-,B,B,A,A,A,B,B,B,A,B,B,A,A,A,A,B,A,B,A,A,-
bcd129b,4A3,18.7114,A,A,A,A,A,A,A,B,B,A,B,A,A,B,A,B,A,A,A,A,A,A,B,A,A,B,B,A,B,B,A,A,A,B,A,A,B,A,A,B,A,B,B,A,B,A,B,A,A,B,A,A,A,A,B,A,B,B,B,A,A,B,A,A,A,A,B,A,B,A,A,A,B,B,A,A,A,B,B,B,B,B,B,A,A,B,A,B,A,B,A,A,A
gwm160,4A3,18.7114,A,B,B,A,A,-,A,B,B,B,B,B,B,B,B,A,-,B,A,B,B,B,A,A,A,B,A,-,A,A,A,B,B,B,B,A,A,B,B,B,A,A,A,B,B,A,A,A,-,A,A,A,A,B,A,A,A,A,A,B,B,B,B,A,B,A,A,A,A,B,B,A,A,B,B,B,A,A,B,A,A,A,A,A,A,B,B,A,-,A,A,-,A
P40.M55.85,4B,0,A,A,B,B,A,B,B,A,A,A,A,B,A,B,A,B,B,A,-,A,B,B,A,B,A,A,B,-,A,A,B,A,B,A,A,A,A,A,B,B,A,B,-,A,A,A,A,B,B,B,A,A,A,A,A,A,A,B,B,B,A,B,B,A,B,B,B,A,A,B,B,A,A,B,B,A,A,A,B,B,B,B,A,B,B,B,B,A,A,B,A,A,-
P40.M55.63,4B,2.326,A,A,B,B,B,B,B,A,A,A,A,B,A,B,A,B,B,-,B,A,B,B,A,B,A,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,A,B,B,A,A,A,A,B,B,B,A,A,A,A,A,A,A,B,B,B,A,B,B,A,B,B,B,A,A,B,B,A,A,B,B,A,A,A,B,B,B,B,A,B,B,B,B,A,A,B,A,A,-
gwm368,4B,26.6014,B,-,-,-,B,-,B,-,-,-,A,B,A,B,A,-,A,-,-,A,-,-,A,A,-,-,A,A,A,-,B,A,B,A,A,B,-,-,B,B,A,B,-,-,-,B,-,B,A,-,-,B,-,A,-,A,A,-,B,B,-,B,-,A,-,A,-,-,A,B,B,A,B,B,-,B,-,-,-,B,-,-,A,B,B,-,B,A,A,B,-,-,B
wms149,4B,28.685,B,A,-,B,B,B,B,A,A,B,A,B,A,B,A,B,A,B,B,A,B,A,-,A,A,A,A,A,A,A,B,A,B,-,-,B,A,A,B,B,A,B,A,A,B,A,A,B,A,A,A,B,A,A,A,A,A,B,B,B,A,B,A,A,B,A,B,B,A,B,B,A,B,B,B,B,B,A,A,B,B,B,A,B,B,B,B,A,A,B,A,A,-
gwm113,4B,34.0234,-,A,-,B,B,-,-,A,B,A,A,B,A,B,A,B,A,B,B,A,B,A,B,A,A,A,A,A,A,A,B,A,B,-,B,B,A,-,B,B,A,B,-,A,B,A,A,B,A,-,-,-,A,A,A,A,A,B,B,B,A,B,A,A,B,B,B,B,A,B,B,A,B,B,B,B,A,A,A,B,B,B,A,B,B,B,B,A,A,B,A,-,A
wPt.6560,4B,36.8813,-,A,-,B,B,B,-,A,-,A,A,B,A,B,A,-,A,B,B,A,B,A,B,-,A,-,A,A,A,A,-,A,B,A,-,A,-,A,B,B,A,B,A,A,B,A,-,B,A,A,A,B,A,A,A,A,-,B,B,B,A,B,A,A,B,A,B,B,A,B,B,A,B,B,B,B,A,A,A,B,B,B,A,B,B,B,B,A,A,B,A,B,-
wPt.9205,4B,36.8813,B,A,A,B,B,B,B,A,-,-,A,B,A,B,A,B,A,B,B,A,B,A,B,A,A,A,A,A,A,A,B,A,-,A,A,A,A,A,B,B,A,B,A,A,-,A,B,B,A,A,A,B,A,A,A,A,A,B,B,B,A,B,A,A,B,A,-,B,-,B,B,A,B,B,B,B,A,A,A,B,B,B,A,B,B,B,B,A,A,B,A,B,-
wPt.3093,4B,36.8813,-,A,A,-,B,B,B,A,B,-,A,B,A,B,A,-,A,B,B,A,B,A,B,A,A,A,A,A,A,A,B,A,-,A,A,A,A,A,B,B,A,B,A,A,-,A,-,-,A,A,A,B,A,A,A,A,A,-,B,B,A,B,A,A,-,A,B,B,A,B,B,A,B,B,B,B,A,A,A,B,B,B,A,B,B,B,B,A,-,B,-,-,-
Rht1mut,4B,43.0429,B,A,A,B,B,B,B,A,B,A,A,B,A,B,A,B,A,B,B,A,B,A,B,A,A,A,B,A,A,A,-,A,B,A,A,-,A,A,A,B,A,B,A,A,B,A,B,B,A,A,A,B,A,A,-,A,-,A,B,B,A,B,A,B,B,A,-,B,-,-,B,-,A,B,B,B,A,A,A,B,B,B,A,B,B,B,-,A,A,-,A,B,B
Rht1W.Type,4B,43.0429,B,A,A,B,B,B,B,A,B,A,A,B,A,B,A,B,A,B,B,A,B,A,B,A,A,A,B,A,A,A,-,A,B,A,A,-,A,A,A,B,A,B,A,A,B,A,B,B,A,A,A,B,A,A,-,A,-,A,B,B,A,B,A,B,B,A,-,B,-,-,B,-,A,B,B,B,A,A,A,B,B,B,A,B,B,B,-,A,A,-,A,B,B
gwm6,4B,59.6108,B,A,A,B,B,B,B,A,A,A,A,-,A,B,A,B,A,B,B,A,B,A,B,A,A,A,A,A,A,A,B,-,B,A,A,B,A,A,A,A,A,A,A,A,B,A,B,B,-,A,A,B,A,B,A,-,A,B,-,A,A,B,A,A,B,B,B,B,A,B,B,A,A,B,B,B,A,A,B,B,B,B,A,A,B,B,B,A,A,B,A,B,B
P44.M55.49,4B,80.4555,B,A,A,B,A,B,B,B,A,A,A,B,A,B,A,B,A,B,B,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,B,A,B,A,A,A,A,B,A,B,A,B,B,A,A,A,B,A,B,A,B,A,B,B,A,A,B,A,A,B,B,A,B,A,B,B,B,A,B,B,B,A,A,B,B,A,B,A,B,B,B,B,A,B,B,B,B,B
barc098,4D1,0,B,A,B,B,B,B,A,B,A,B,A,B,A,B,B,B,A,A,A,B,A,B,B,B,A,A,B,B,B,A,-,A,B,B,B,A,B,B,A,A,A,A,B,B,B,A,A,A,A,B,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,B,B,A,A,B,A,A,B,B,B,B,B,B,A,B,A,B,B,A,A,A,B,B,A,A,-,B
P42.M49.70,4D1,1.1495,B,A,B,B,B,B,A,B,A,B,A,B,A,B,B,-,A,A,A,B,-,B,B,B,A,A,B,B,B,A,B,A,B,B,B,A,B,B,A,A,A,A,B,B,B,A,A,A,A,B,B,B,A,A,A,A,A,B,B,A,B,A,A,A,A,A,B,B,A,A,B,A,A,B,B,B,B,B,B,A,B,A,B,B,A,A,A,B,B,A,A,B,-
wPt.2573,4D2,0,-,B,A,-,A,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,-,A,A,A,B,A,B,A,B,A,A,A,A,A,B,B,B,A,A,A,A,B,B,A,B,B,B,A,B,B,B,B,B,-,A,B,B,A,B,B,B,B,B,A,A,A,B,B,B,B,A,B,A,B,B,A,A,A,A,A,A,-,B,B,B,A,B,B,B,-
Rht2W.type,4D2,23.5002,-,-,-,-,-,B,B,A,B,A,B,A,-,-,-,-,A,A,A,B,A,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,B,B,A,B,B,B,B,B,B,A,A,B,A,B,B,B,B,B,A,A,B,B,B,B,B,A,A,A,B,A,A,B,A,A,A,A,B,B,B,B,A,B,B,B,B
wPt.8321,4D2,41.6059,-,B,A,A,A,A,B,A,B,A,B,A,B,A,A,-,B,B,B,A,B,A,A,B,B,B,A,-,-,B,A,B,A,A,A,B,A,A,-,B,B,B,A,A,B,B,B,B,B,A,A,B,B,B,B,B,-,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,A,A,B,B,B,B,A,B,B,B,-
wPt.6160,4D2,47.4095,B,B,B,-,A,A,B,A,B,A,B,A,B,-,A,-,B,B,-,A,B,A,A,-,B,B,A,-,A,B,-,B,-,A,-,B,A,A,B,B,B,B,-,A,-,B,B,B,B,A,A,-,B,B,B,B,-,A,A,B,A,B,B,-,B,B,A,A,B,B,A,B,B,A,A,A,A,A,A,B,A,B,A,A,B,B,-,A,A,-,B,A,-
P32.M57.284,4D2,56.1272,B,B,A,A,A,A,B,A,B,B,B,A,B,A,A,A,B,B,B,A,B,A,-,A,B,B,A,A,A,B,A,B,A,A,A,B,A,A,B,B,B,B,A,A,A,B,B,B,B,A,B,B,B,B,B,A,B,A,A,B,A,B,B,B,B,B,B,A,B,B,A,B,B,A,A,A,A,A,A,B,A,B,A,A,B,B,B,A,B,B,B,A,B
gpw94019,4D2,83.5555,A,B,A,A,A,-,B,B,B,A,A,A,B,A,A,A,A,B,B,B,B,A,A,A,B,B,A,A,A,B,A,B,A,A,B,B,A,A,B,A,B,B,A,A,A,B,B,B,B,A,A,A,-,B,B,B,B,A,A,B,B,B,B,A,B,A,A,A,B,B,A,B,A,A,A,A,B,A,A,B,A,B,A,A,B,B,B,B,A,B,B,A,B
bcd21A,5A1,0,A,A,B,A,A,A,A,B,A,B,A,-,A,B,A,A,A,B,B,-,-,-,-,-,A,B,-,A,B,A,A,A,A,B,A,A,-,B,A,A,A,A,A,B,A,B,A,A,-,A,-,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,-,B,A,A,A,B,A,A,B,A,A,A,A,A,B,B,A,A,A,B,B,B,B,A,A,B,A
P40.M48.227,5A1,14.1788,A,A,B,A,A,A,A,B,A,B,A,A,A,B,A,A,A,B,B,B,B,B,A,B,A,B,A,A,-,A,B,A,A,B,A,A,B,B,A,A,A,A,A,B,A,B,A,A,B,A,B,A,B,B,B,B,B,B,B,A,A,B,A,B,A,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,B,B,A,A,A,B,B,B,B,A,A,A,A
P36.M50.93,5A1,21.1669,A,A,B,A,A,A,A,B,A,A,A,A,A,B,A,A,A,B,B,B,B,B,B,B,A,B,B,A,B,A,B,A,A,B,A,A,B,B,A,A,A,A,A,B,A,B,B,A,B,A,B,B,B,B,B,B,B,B,B,A,A,B,A,B,A,A,B,B,A,A,A,B,A,A,B,A,A,B,A,A,B,B,A,A,A,B,B,B,B,A,A,A,A
P39.M53.293,5A1,24.5773,A,A,B,A,A,A,A,B,A,B,A,A,A,B,A,A,A,B,B,B,B,B,B,B,A,B,B,A,B,A,B,A,A,B,A,A,B,B,A,A,A,A,A,B,A,B,B,A,B,A,B,A,B,B,B,B,B,B,B,A,A,B,A,B,A,A,B,B,A,A,A,B,A,A,B,A,A,B,A,A,B,B,A,A,A,B,B,B,-,A,A,B,-
